"objid","baumnummer","geometry"
"93740","UN-1979","POINT (2682330.8 1251123.2)"
"130247","UN-2077","POINT (2682329.2 1251220.2)"
"93851","UN-1969","POINT (2682343.8 1251133.2)"
"94145","UN-1963","POINT (2682324.5 1251130.8)"
"120485","UN-7487","POINT (2682347.5 1251205.6)"
"116636","UN-7514","POINT (2682223.2 1251206.5)"
"92966","UN-2051","POINT (2682219.5 1251191.8)"
"93239","UN-2120","POINT (2682345.2 1251257.6)"
"94652","UN-2340","POINT (2682210.2 1251177.4)"
"95663","UN-2079","POINT (2682303 1251256.8)"
"95114","UN-2115","POINT (2682348.8 1251241)"
"116765","UN-7539","POINT (2682293.2 1251127.9)"
"94016","UN-1957","POINT (2682353.2 1251146.4)"
"92417","UN-2088","POINT (2682271.8 1251242.6)"
"92432","UN-2072","POINT (2682331 1251157.9)"
"92987","UN-2068","POINT (2682234.2 1251232.4)"
"94124","UN-2071","POINT (2682349 1251147)"
"120494","UN-7490","POINT (2682344 1251223.5)"
"94268","UN-1608","POINT (2682260.5 1251156.2)"
"94142","UN-1970","POINT (2682314.5 1251125.5)"
"120488","UN-7488","POINT (2682355 1251210.9)"
"120623","UN-7492","POINT (2682191 1251263.1)"
"116495","UN-7511","POINT (2682191.2 1251240.1)"
"134564","UN-2320","POINT (2682193.8 1251210.5)"
"94007","UN-1918","POINT (2682357 1251191.4)"
"94157","UN-1607","POINT (2682266 1251153)"
"93254","UN-2089","POINT (2682281.5 1251248.9)"
"116486","UN-7508","POINT (2682193.2 1251254.6)"
"98675","UN-2337","POINT (2682196.8 1251195.9)"
"92546","UN-2318","POINT (2682192.2 1251166.2)"
"94649","UN-2339","POINT (2682207.8 1251172.2)"
"95672","UN-2495","POINT (2682262 1251255.6)"
"16004","WI-2648","POINT (2687599 1245572.6)"
"233834","WI-2436","POINT (2687511 1245647.9)"
"16007","WI-2649","POINT (2687609.5 1245582.2)"
"192989","WI-116","POINT (2687628.5 1245958.5)"
"66635","WI-279","POINT (2687524.2 1245928.6)"
"192992","WI-2431","POINT (2687485.8 1245583.9)"
"11783","WI-2228","POINT (2687538.8 1245759.2)"
"81380","WI-416","POINT (2687569.5 1245733.1)"
"4313","WI-428","POINT (2687621.8 1245554)"
"192986","WI-119","POINT (2687571.8 1245927.1)"
"5033","WI-444","POINT (2687505.2 1245669.2)"
"52127","WI-1555","POINT (2687582.5 1245932.1)"
"5021","WI-797","POINT (2687494.5 1245677.8)"
"11786","WI-2229","POINT (2687532.5 1245763.6)"
"11972","WI-866","POINT (2687549.2 1245750.4)"
"233837","WI-2708","POINT (2687518 1245665.1)"
"16010","WI-2650","POINT (2687598 1245581.1)"
"192980","WI-125","POINT (2687509.5 1245941.2)"
"86018","WI-569","POINT (2687560.5 1245613.8)"
"4532","WI-576","POINT (2687511 1245663.9)"
"86012","WI-430","POINT (2687587 1245586)"
"4433","WI-436","POINT (2687566.8 1245655.8)"
"4316","WI-429","POINT (2687615 1245565.2)"
"27830","WI-1807","POINT (2687499.5 1245959.1)"
"7361","WI-853","POINT (2687596.8 1245595.5)"
"237128","WI-2707","POINT (2687521.5 1245675.9)"
"4454","WI-566","POINT (2687552 1245696.1)"
"4310","WI-427","POINT (2687627 1245542.5)"
"4463","WI-419","POINT (2687627.2 1245650.9)"
"52133","WI-2166","POINT (2687504.8 1245948.6)"
"11780","WI-2227","POINT (2687543.8 1245754.9)"
"77396","WI-565","POINT (2687598 1245747.5)"
"5036","WI-445","POINT (2687501 1245673.1)"
"4427","WI-434","POINT (2687575 1245646.4)"
"4430","WI-435","POINT (2687561.2 1245642.9)"
"4448","WI-441","POINT (2687524.8 1245704.2)"
"86021","WI-567","POINT (2687559.2 1245626.9)"
"239096","WI-117","POINT (2687599 1245941.6)"
"45296","WI-280","POINT (2687495 1245968.2)"
"86015","WI-568","POINT (2687581.2 1245602.8)"
"4445","WI-440","POINT (2687537.5 1245673.8)"
"4319","WI-433","POINT (2687581.2 1245636.4)"
"192983","WI-124","POINT (2687516 1245934.4)"
"4457","WI-421","POINT (2687641 1245629.9)"
"4451","WI-443","POINT (2687507.2 1245696.1)"
"45188","WI-278","POINT (2687552.8 1245923.1)"
"4568","WI-418","POINT (2687621 1245660.9)"
"66638","WI-832","POINT (2687542 1245923.5)"
"52130","WI-1909","POINT (2687534.2 1245925.1)"
"86024","WI-432","POINT (2687567.8 1245634)"
"4460","WI-420","POINT (2687634 1245640)"
"4436","WI-437","POINT (2687560.2 1245665.2)"
"4439","WI-438","POINT (2687553.5 1245675.2)"
"77393","WI-564","POINT (2687588.2 1245762.2)"
"75998","WI-442","POINT (2687502.2 1245709.9)"
"4442","WI-439","POINT (2687546 1245662.9)"
"225860","AR-1397","POINT (2679187 1248315.2)"
"226439","AR-1050","POINT (2679133 1248268.6)"
"14108","AR-4543","POINT (2679168 1248255.6)"
"231884","AR-168","POINT (2679163 1248505.6)"
"199805","AR-1343","POINT (2679116.8 1248210.1)"
"220994","AR-4468","POINT (2679117 1248390)"
"225329","AR-1437","POINT (2679184 1248382.9)"
"201425","AR-1381","POINT (2679190.2 1248344.9)"
"164648","AR-1307","POINT (2679148.2 1248198.9)"
"30680","AL-2252","POINT (2679132 1248501.5)"
"226430","AR-1420","POINT (2679181.2 1248320.4)"
"220505","AR-1482","POINT (2679133.5 1248397.2)"
"199283","AR-1472","POINT (2679154 1248407.1)"
"213884","AR-4487","POINT (2679094 1248273.5)"
"214424","AR-1347","POINT (2679091.2 1248229.1)"
"14036","AR-4538","POINT (2679127.2 1248285.1)"
"184715","AR-4385","POINT (2679161.8 1248196.6)"
"214940","AR-1503","POINT (2679058.8 1248246.6)"
"128831","AR-1978","POINT (2679040.8 1248212.4)"
"200891","AR-1421","POINT (2679181.8 1248317.4)"
"225308","AR-1452","POINT (2679179.8 1248455.9)"
"221018","AR-4475","POINT (2679099 1248331.6)"
"224777","AR-1475","POINT (2679172.2 1248414.4)"
"200882","AR-1401","POINT (2679186.2 1248312)"
"225320","AR-1446","POINT (2679178.5 1248474.5)"
"201419","AR-1407","POINT (2679191.8 1248326.6)"
"198770","AR-1448","POINT (2679156.2 1248485.8)"
"214400","AR-4459","POINT (2679144.5 1248445.5)"
"200870","AR-1393","POINT (2679183.5 1248298.6)"
"214916","AR-1513","POINT (2679067 1248208.6)"
"40775","AR-779","POINT (2679221 1248468.9)"
"40838","AR-165","POINT (2679191.5 1248495.6)"
"200351","AR-1392","POINT (2679179.2 1248288.6)"
"170558","AR-1485","POINT (2679092.8 1248367.9)"
"170564","AR-1458","POINT (2679116.5 1248345.8)"
"200336","AR-1103","POINT (2679161.8 1248257.9)"
"199298","AR-1464","POINT (2679127.8 1248315.4)"
"225323","AR-1439","POINT (2679173.2 1248391.2)"
"214409","AR-4452","POINT (2679162.2 1248474.9)"
"188264","AR-1380","POINT (2679192.2 1248373.8)"
"214934","AR-4491","POINT (2679049.5 1248235)"
"226415","AR-1417","POINT (2679198 1248345.4)"
"60767","AR-897","POINT (2679210.2 1248488.6)"
"188267","AR-1375","POINT (2679179.8 1248363.9)"
"221000","AR-4470","POINT (2679137.2 1248351.1)"
"225326","AR-1438","POINT (2679178 1248387.9)"
"215444","AR-4495","POINT (2679079.2 1248286.4)"
"225863","AR-1398","POINT (2679188.8 1248317.1)"
"224780","AR-3669","POINT (2679185 1248432)"
"184712","AR-4386","POINT (2679162.2 1248191.6)"
"230309","AR-4556","POINT (2679182 1248445.1)"
"220004","AR-1447","POINT (2679164.8 1248478.2)"
"199823","AR-1354","POINT (2679151.2 1248235)"
"200360","AR-1384","POINT (2679171.5 1248289.9)"
"220526","AR-1484","POINT (2679101 1248389.4)"
"214919","AR-2809","POINT (2679050.5 1248224.5)"
"225317","AR-1444","POINT (2679188.8 1248461.1)"
"214928","AR-4492","POINT (2679053.5 1248230.2)"
"195848","AR-1434","POINT (2679207.5 1248373)"
"213380","AR-1363","POINT (2679116 1248291.2)"
"200357","AR-1390","POINT (2679180.2 1248292.5)"
"14105","AR-4542","POINT (2679158.2 1248273)"
"46679","AR-781","POINT (2679172.5 1248502.2)"
"221012","AR-4473","POINT (2679086 1248333.8)"
"188312","AR-4546","POINT (2679196.5 1248355.2)"
"225332","AR-1436","POINT (2679190.5 1248384.6)"
"198773","AR-1479","POINT (2679126.8 1248446.9)"
"213893","AR-4461","POINT (2679161.2 1248365.8)"
"164645","AR-1360","POINT (2679108.5 1248250.2)"
"213872","AR-1494","POINT (2679079.5 1248294.4)"
"187895","AR-1341","POINT (2679110.8 1248203.1)"
"214913","AR-1514","POINT (2679070 1248208.8)"
"226433","AR-1331","POINT (2679161.2 1248225.2)"
"214910","AR-1515","POINT (2679073 1248204.4)"
"226412","AR-1415","POINT (2679196 1248340)"
"201434","AR-1428","POINT (2679201.2 1248354.2)"
"199817","AR-1356","POINT (2679147.2 1248222.4)"
"201437","AR-1430","POINT (2679201.8 1248359.4)"
"203489","AR-1456","POINT (2679142 1248437.1)"
"213359","AR-4477","POINT (2679093 1248327)"
"199289","AR-1462","POINT (2679135 1248344.2)"
"201413","AR-1404","POINT (2679188.2 1248321.4)"
"187721","AR-4379","POINT (2679172.8 1248202.4)"
"220013","AR-2116","POINT (2679161.5 1248421.1)"
"226952","AR-1497","POINT (2679066.2 1248308.4)"
"226436","AR-1330","POINT (2679159.2 1248221.9)"
"226955","AR-1488","POINT (2679083.2 1248346.1)"
"200885","AR-1402","POINT (2679187.2 1248310.5)"
"188315","AR-4547","POINT (2679196.5 1248358.4)"
"199808","AR-1342","POINT (2679118.2 1248210.9)"
"200333","AR-1352","POINT (2679162.8 1248248.2)"
"231881","AR-898","POINT (2679220 1248485.1)"
"128837","AR-1976","POINT (2679043.5 1248215.2)"
"213881","AR-4486","POINT (2679092 1248272.1)"
"200873","AR-1394","POINT (2679184.2 1248300.5)"
"14042","AR-4540","POINT (2679153.2 1248283.5)"
"226442","AR-1361","POINT (2679100.5 1248258.2)"
"200879","AR-1396","POINT (2679186 1248309)"
"200867","AR-1385","POINT (2679170 1248296.6)"
"230312","AR-4557","POINT (2679124 1248237.2)"
"221006","AR-4472","POINT (2679125.8 1248335.1)"
"231887","AL-1361","POINT (2679124.2 1248519.8)"
"213371","AR-4481","POINT (2679113.2 1248303.6)"
"46625","AR-166","POINT (2679182 1248498.9)"
"200342","AR-1349","POINT (2679132.5 1248256.4)"
"213368","AR-4480","POINT (2679092.8 1248312.4)"
"225314","AR-1450","POINT (2679184 1248461.2)"
"214406","AL-9986","POINT (2679138.2 1248467.9)"
"214922","AR-4490","POINT (2679045.2 1248228.5)"
"188270","AR-1374","POINT (2679169 1248357.4)"
"14039","AR-4539","POINT (2679138.2 1248289.8)"
"215435","AR-1370","POINT (2679094.8 1248257)"
"174329","AR-1419","POINT (2679183.8 1248324.6)"
"199799","AR-1346","POINT (2679084.8 1248212.1)"
"213383","AR-1365","POINT (2679104.8 1248291.4)"
"215450","AR-4497","POINT (2679088.8 1248325.1)"
"60773","AL-1364","POINT (2679089.8 1248516.9)"
"213878","AR-1495","POINT (2679079.5 1248279.6)"
"225311","AR-1451","POINT (2679181.5 1248458.4)"
"220502","AR-1001","POINT (2679149 1248331.5)"
"220007","AR-1440","POINT (2679206.5 1248397.8)"
"188285","AL-5171","POINT (2679132.5 1248462.8)"
"225857","AR-1400","POINT (2679186 1248313.9)"
"188279","AR-1378","POINT (2679170 1248380.4)"
"213362","AR-4478","POINT (2679091 1248329)"
"221009","AR-1493","POINT (2679111.5 1248325.1)"
"174332","AR-1416","POINT (2679196.5 1248342.5)"
"213377","AR-4483","POINT (2679115.2 1248307.4)"
"220499","AR-2115","POINT (2679151.2 1248412.9)"
"213896","AR-4464","POINT (2679131.2 1248289.1)"
"213887","AR-4488","POINT (2679093.5 1248218.1)"
"200861","AR-1386","POINT (2679169 1248292.2)"
"213890","AR-4460","POINT (2679164.8 1248377.2)"
"30674","AL-4926","POINT (2679134.5 1248516.1)"
"30683","AL-1342","POINT (2679105.8 1248511)"
"199280","AR-1476","POINT (2679153.8 1248424.1)"
"225866","AR-1403","POINT (2679189.2 1248319.6)"
"195845","AR-1433","POINT (2679206.2 1248367)"
"229514","AR-4377","POINT (2679182.5 1248192)"
"201440","AR-1429","POINT (2679203.5 1248357.6)"
"200864","AR-1387","POINT (2679170.5 1248294)"
"225302","AR-4455","POINT (2679195 1248445.5)"
"195842","AR-1432","POINT (2679203.5 1248364.5)"
"215432","AR-1369","POINT (2679096.8 1248264)"
"226424","AR-1427","POINT (2679202 1248352.2)"
"213386","AR-4484","POINT (2679089.5 1248291.4)"
"226418","AR-1423","POINT (2679199.5 1248347.4)"
"199802","AR-1345","POINT (2679084.2 1248208.6)"
"225875","AR-1411","POINT (2679192.2 1248331.5)"
"170561","AR-1350","POINT (2679142.8 1248265.2)"
"60782","AR-171","POINT (2679176 1248485.4)"
"213374","AR-4482","POINT (2679117.2 1248305.4)"
"193466","AL-1341","POINT (2679153.8 1248509.1)"
"215441","AR-1366","POINT (2679102.8 1248284.5)"
"42017","AL-1366","POINT (2679069.5 1248524.6)"
"226445","AR-1501","POINT (2679058 1248283.2)"
"184718","AR-4381","POINT (2679165.2 1248198.1)"
"200363","AR-1388","POINT (2679171.2 1248291.8)"
"199814","AR-1332","POINT (2679154.8 1248208.8)"
"200354","AR-1391","POINT (2679179.2 1248290.9)"
"225884","AR-1408","POINT (2679194.5 1248335.5)"
"226958","AR-1101","POINT (2679094 1248373)"
"214937","AR-1504","POINT (2679059 1248242.8)"
"199292","AR-1463","POINT (2679130.2 1248325.2)"
"214397","AR-4458","POINT (2679141.5 1248415)"
"220520","AR-1468","POINT (2679118.5 1248368.1)"
"188309","AR-4544","POINT (2679186.2 1248325.9)"
"225881","AR-1413","POINT (2679193.2 1248334.4)"
"199304","AR-1362","POINT (2679105 1248263.8)"
"214925","AR-4494","POINT (2679059.8 1248231.6)"
"201410","AR-1418","POINT (2679184.2 1248321.1)"
"215438","AR-1367","POINT (2679103.2 1248276.5)"
"187718","AR-4380","POINT (2679166.5 1248205.8)"
"225887","AR-1414","POINT (2679194.8 1248337.8)"
"200876","AR-1000","POINT (2679175.8 1248305.1)"
"214403","AL-10087","POINT (2679141.8 1248466.6)"
"220511","AR-4466","POINT (2679149.5 1248394.8)"
"200339","AR-3827","POINT (2679170.2 1248271.5)"
"220001","AL-5172","POINT (2679126.5 1248465)"
"60776","AL-1344","POINT (2679123.5 1248504.8)"
"201422","AR-1409","POINT (2679191 1248328.8)"
"220517","AR-1460","POINT (2679136.8 1248361.1)"
"199826","AR-1353","POINT (2679161.8 1248243.6)"
"221015","AR-4474","POINT (2679082.8 1248329.1)"
"220997","AR-4469","POINT (2679126.2 1248350.2)"
"188276","AR-1379","POINT (2679177.5 1248374.1)"
"14102","AR-4541","POINT (2679161 1248274.6)"
"225335","AR-1395","POINT (2679184.8 1248303.1)"
"200348","AR-1389","POINT (2679177.5 1248288.9)"
"226421","AR-1424","POINT (2679200.5 1248349.1)"
"40475","AR-2547","POINT (2679167.2 1248488.8)"
"40478","AR-2546","POINT (2679157.5 1248492.2)"
"232448","AL-1343","POINT (2679115 1248507.9)"
"220010","AR-1455","POINT (2679170.5 1248431.8)"
"128834","AR-1977","POINT (2679040.2 1248215.4)"
"187889","AR-1315","POINT (2679086.2 1248194.1)"
"226427","AR-4462","POINT (2679179.5 1248332.1)"
"214427","AR-4489","POINT (2679082.5 1248198.6)"
"199301","AR-1466","POINT (2679124.8 1248312.8)"
"188282","AR-1454","POINT (2679183.5 1248451.6)"
"220508","AR-4465","POINT (2679138.2 1248404.1)"
"213902","AR-2189","POINT (2679095.2 1248351.9)"
"200345","AR-1383","POINT (2679176.8 1248283.9)"
"195839","AR-1431","POINT (2679204.8 1248361.2)"
"114620","AR-2952","POINT (2679088.2 1248229.2)"
"214421","AR-4457","POINT (2679207.5 1248403.9)"
"215429","AR-1502","POINT (2679052.2 1248263.8)"
"214412","AR-4453","POINT (2679167 1248475)"
"188273","AR-1376","POINT (2679170.5 1248372)"
"199286","AR-1461","POINT (2679138 1248378.8)"
"214415","AR-4454","POINT (2679196.5 1248451)"
"225305","AR-1453","POINT (2679178.2 1248450.5)"
"201416","AR-1405","POINT (2679190.5 1248320.9)"
"40841","AL-2084","POINT (2679114.8 1248523.1)"
"201431","AR-1426","POINT (2679199.8 1248352.6)"
"215447","AR-4496","POINT (2679075.8 1248286.8)"
"195851","AR-1435","POINT (2679199.5 1248380.6)"
"213365","AR-4479","POINT (2679093 1248322.4)"
"225869","AR-1406","POINT (2679192 1248323.4)"
"214418","AR-4456","POINT (2679197.8 1248443.9)"
"40772","AR-775","POINT (2679212.2 1248472)"
"199295","AR-1465","POINT (2679126.2 1248318.4)"
"40835","AR-164","POINT (2679201 1248492.1)"
"42020","AL-2250","POINT (2679080 1248520.6)"
"214931","AR-4493","POINT (2679050 1248231)"
"184709","AR-4378","POINT (2679178.2 1248193.4)"
"164651","AR-1334","POINT (2679148.8 1248189.1)"
"221021","AR-4476","POINT (2679096.5 1248327.9)"
"220514","AR-4467","POINT (2679148 1248391.6)"
"225872","AR-1410","POINT (2679193.5 1248329.2)"
"170567","AR-1498","POINT (2679072.2 1248314.2)"
"188306","AR-4545","POINT (2679189.8 1248323.5)"
"221003","AR-4471","POINT (2679123.8 1248337.8)"
"237419","AR-172","POINT (2679184.8 1248482.1)"
"220523","AR-4445","POINT (2679116.5 1248370.9)"
"30677","AL-1363","POINT (2679144.2 1248512.6)"
"200888","AR-1399","POINT (2679188 1248313.2)"
"213875","AR-4485","POINT (2679064 1248299.2)"
"226961","AR-1102","POINT (2679152.2 1248376.5)"
"201428","AR-1425","POINT (2679199 1248350.8)"
"225878","AR-1412","POINT (2679194.5 1248332.1)"
"60779","AL-1346","POINT (2679142 1248497.9)"
"213899","AR-4463","POINT (2679126.8 1248292.9)"
"199277","AR-1480","POINT (2679126.8 1248452.1)"
"199820","AR-1355","POINT (2679148.5 1248235.9)"
"210779","AA-1283","POINT (2683673.8 1246747.2)"
"226118","AA-3401","POINT (2683630.5 1246664.4)"
"226106","AA-2284","POINT (2683627.2 1246666.8)"
"225017","AA-3387","POINT (2683629.8 1246766.5)"
"226109","AA-3403","POINT (2683624.2 1246679.1)"
"225566","AA-3378","POINT (2683598.2 1246738.4)"
"225548","AA-3385","POINT (2683622 1246765.8)"
"225011","AA-3388","POINT (2683634.2 1246771.8)"
"126332","AA-1232","POINT (2683530.2 1246769.9)"
"126494","AA-1338","POINT (2683774.8 1246741.8)"
"188996","AA-1245","POINT (2683582.5 1246663.1)"
"117920","AA-2293","POINT (2683648.5 1246615.1)"
"225554","AA-2277","POINT (2683607 1246742.5)"
"188987","AA-1239","POINT (2683558.8 1246720.5)"
"112268","AA-1243","POINT (2683574 1246683.8)"
"205313","AA-1240","POINT (2683562.5 1246711.2)"
"118214","AA-2248","POINT (2683676 1246719)"
"225002","AA-2271","POINT (2683635.8 1246767.4)"
"225578","AA-3381","POINT (2683606.2 1246748.6)"
"225551","AA-2273","POINT (2683596.8 1246745.6)"
"123725","AA-1273","POINT (2683606.5 1246639.8)"
"224999","AA-2270","POINT (2683639.5 1246766.8)"
"188501","AA-1257","POINT (2683595.5 1246646.5)"
"225014","AA-3384","POINT (2683629.8 1246771.6)"
"109799","AA-1272","POINT (2683590.8 1246677.6)"
"226100","AA-2287","POINT (2683622.8 1246674.6)"
"188507","AA-1259","POINT (2683587.8 1246665.1)"
"224471","AA-2252","POINT (2683659 1246752.8)"
"123728","AA-1254","POINT (2683573.8 1246646.8)"
"57182","RI-3890","POINT (2683790.5 1246618.4)"
"115292","AA-1253","POINT (2683579 1246649)"
"126488","AA-1335","POINT (2683810.2 1246751.4)"
"125252","AA-2764","POINT (2683575.2 1246695)"
"117923","AA-2291","POINT (2683644 1246614.6)"
"224993","AA-2267","POINT (2683631.2 1246762.1)"
"188510","AA-1261","POINT (2683579 1246686)"
"126602","AA-1332","POINT (2683780.2 1246735.4)"
"188981","AA-1237","POINT (2683551 1246738.9)"
"109802","AA-1274","POINT (2683610.2 1246630.5)"
"108068","AA-1331","POINT (2683774.5 1246724.1)"
"57185","RI-4756","POINT (2683805.2 1246621.8)"
"225497","AA-1227","POINT (2683522.5 1246807)"
"225557","AA-2280","POINT (2683601.5 1246739.2)"
"126482","AA-1337","POINT (2683786.8 1246756.2)"
"118217","AA-2246","POINT (2683681.5 1246725.1)"
"224468","AA-3392","POINT (2683655.8 1246752.4)"
"117926","AA-2292","POINT (2683645.5 1246619.1)"
"126335","AA-1216","POINT (2683554.8 1246817.6)"
"188519","AA-1267","POINT (2683556.2 1246741)"
"126470","AA-2014","POINT (2683750.2 1246703)"
"225545","AA-3386","POINT (2683623.5 1246769.6)"
"224450","AA-3395","POINT (2683680.2 1246716.4)"
"224447","AA-3396","POINT (2683684 1246719.1)"
"126608","AA-1233","POINT (2683527.2 1246779.2)"
"210785","AA-1287","POINT (2683645.8 1246775.8)"
"126491","AA-1333","POINT (2683792.5 1246732.1)"
"126356","AA-1295","POINT (2683602 1246804.6)"
"188993","AA-1244","POINT (2683578.5 1246672.6)"
"223928","AA-3393","POINT (2683677.8 1246725.5)"
"117917","AA-2294","POINT (2683651.8 1246618)"
"205310","AA-1246","POINT (2683586.5 1246653.8)"
"188516","AA-1265","POINT (2683564 1246722.2)"
"115298","AA-1251","POINT (2683583.2 1246629)"
"188990","AA-1242","POINT (2683570 1246693)"
"102071","AA-1230","POINT (2683533 1246781.8)"
"224987","AA-2259","POINT (2683630.2 1246776.5)"
"126329","AA-1235","POINT (2683518.5 1246800.8)"
"126341","AA-1219","POINT (2683572.5 1246790.8)"
"102077","AA-1234","POINT (2683522 1246792.2)"
"225575","AA-3382","POINT (2683601 1246750.2)"
"226097","AA-3383","POINT (2683603.2 1246753.8)"
"188984","AA-1238","POINT (2683554.8 1246729.6)"
"125249","AA-1255","POINT (2683603.2 1246627.8)"
"205307","AA-1248","POINT (2683594.2 1246634.9)"
"196088","AA-1256","POINT (2683599.5 1246637)"
"188999","AA-1249","POINT (2683598 1246625.5)"
"225494","AA-1334","POINT (2683797.8 1246737)"
"224465","AA-3391","POINT (2683655.8 1246758)"
"126209","AA-1223","POINT (2683542 1246776.1)"
"226103","AA-2288","POINT (2683626 1246675.5)"
"224984","AA-2260","POINT (2683624 1246773.6)"
"225572","AA-3380","POINT (2683603 1246743.1)"
"225569","AA-3379","POINT (2683598.5 1246742.4)"
"126350","AA-1293","POINT (2683594.8 1246787.9)"
"226115","AA-3427","POINT (2683629 1246669.5)"
"205328","AA-1241","POINT (2683566.2 1246702.1)"
"225005","AA-3390","POINT (2683640 1246771.4)"
"210254","AA-1282","POINT (2683680.2 1246739.8)"
"224990","AA-2265","POINT (2683627.2 1246763.9)"
"225560","AA-2282","POINT (2683605.5 1246735.5)"
"188504","AA-1258","POINT (2683591.5 1246656.2)"
"102014","AA-1218","POINT (2683566.8 1246799.1)"
"224477","AA-2256","POINT (2683651.2 1246760)"
"210788","AA-1281","POINT (2683687 1246732.2)"
"99116","AA-2016","POINT (2683583.8 1246674.9)"
"210782","AA-1284","POINT (2683667 1246754.5)"
"126476","AA-1340","POINT (2683762.8 1246737.2)"
"126473","AA-1341","POINT (2683754.8 1246729.8)"
"126605","AA-1330","POINT (2683766 1246716.6)"
"138062","AA-1229","POINT (2683529.5 1246790.4)"
"102065","AA-1296","POINT (2683594 1246802.8)"
"225008","AA-3389","POINT (2683635.5 1246775.5)"
"109685","AA-1270","POINT (2683582 1246697.9)"
"126479","AA-1339","POINT (2683767.5 1246741.4)"
"117929","AA-2240","POINT (2683743 1246673.9)"
"115295","AA-1252","POINT (2683581 1246639)"
"102068","AA-1221","POINT (2683588 1246799.8)"
"109688","AA-1271","POINT (2683585.8 1246688.9)"
"126215","AA-1236","POINT (2683514.8 1246807.6)"
"224453","AA-3394","POINT (2683678.2 1246713.5)"
"115289","AA-1266","POINT (2683560 1246731.9)"
"126212","AA-1224","POINT (2683538.2 1246784)"
"129491","AA-1269","POINT (2683566.8 1246734.8)"
"126347","AA-1297","POINT (2683587 1246788.4)"
"226112","AA-3402","POINT (2683624.2 1246670.2)"
"126344","AA-1222","POINT (2683583.2 1246781.2)"
"126338","AA-1217","POINT (2683560 1246809.6)"
"117935","AA-2239","POINT (2683740 1246671.5)"
"226121","AA-3212","POINT (2683590.2 1246644.2)"
"224996","AA-2269","POINT (2683637.8 1246762.9)"
"224456","AA-3398","POINT (2683683 1246711)"
"102080","AA-2015","POINT (2683738.2 1246716.8)"
"126218","AA-1228","POINT (2683526 1246798.9)"
"224459","AA-3399","POINT (2683685.5 1246715.2)"
"224462","AA-3400","POINT (2683689 1246718.9)"
"117932","AA-2241","POINT (2683738.5 1246675.8)"
"102074","AA-1231","POINT (2683536.2 1246773.9)"
"126485","AA-1336","POINT (2683795.5 1246749.2)"
"224474","AA-2255","POINT (2683650.8 1246757)"
"115301","AA-1250","POINT (2683590.8 1246621.5)"
"126353","AA-1220","POINT (2683579.8 1246796.9)"
"223931","AA-3397","POINT (2683687 1246722)"
"126467","AA-1294","POINT (2683606 1246795.1)"
"224480","AA-2263","POINT (2683619.2 1246769.8)"
"225563","AA-3469","POINT (2683602 1246733.1)"
"188513","AA-1263","POINT (2683571.5 1246704.1)"
"184487","AR-4389","POINT (2679155.5 1248169.6)"
"187457","AR-4439","POINT (2679149 1248143.6)"
"184106","AR-1337","POINT (2679145.5 1248181.6)"
"184460","AR-4388","POINT (2679175.8 1248157.4)"
"187433","AR-4405","POINT (2679143.5 1248120.4)"
"184706","AR-4376","POINT (2679187.8 1248183.4)"
"184481","AR-4374","POINT (2679184.5 1248175.1)"
"187451","AR-4402","POINT (2679144.2 1248136.6)"
"187970","AR-4417","POINT (2679200.2 1248179.5)"
"187700","AR-4395","POINT (2679164.2 1248144)"
"184211","AR-4370","POINT (2679221 1248141.9)"
"187430","AR-4404","POINT (2679145 1248121)"
"187979","AR-4419","POINT (2679196.8 1248171.5)"
"187715","AR-4397","POINT (2679156 1248133.1)"
"184472","AR-4371","POINT (2679191.2 1248164.9)"
"187988","AR-4426","POINT (2679215.2 1248166.8)"
"187973","AR-4418","POINT (2679201 1248176.5)"
"219815","AR-1338","POINT (2679131 1248175)"
"164756","AR-1335","POINT (2679145.8 1248172.1)"
"184703","AR-4384","POINT (2679164 1248176.5)"
"187994","AR-4428","POINT (2679221.5 1248151.2)"
"187985","AR-4425","POINT (2679208.8 1248170)"
"187709","AR-4399","POINT (2679153.5 1248129.9)"
"187991","AR-4427","POINT (2679223.5 1248160)"
"187967","AR-4416","POINT (2679193.8 1248178.5)"
"187703","AR-4411","POINT (2679159.8 1248138.8)"
"184475","AR-4372","POINT (2679190.2 1248167.9)"
"184457","AR-4400","POINT (2679149.2 1248124.9)"
"187706","AR-4396","POINT (2679159.2 1248141.6)"
"184466","AR-4382","POINT (2679171 1248163.5)"
"187463","AR-4390","POINT (2679151.2 1248154.8)"
"184103","AR-1339","POINT (2679119.8 1248174.6)"
"199811","AR-1340","POINT (2679112.5 1248179.5)"
"184226","AR-4421","POINT (2679201.5 1248165.2)"
"187982","AR-4424","POINT (2679208 1248172.9)"
"184469","AR-4431","POINT (2679211.2 1248154.8)"
"187448","AR-4403","POINT (2679143.2 1248130.8)"
"184220","AR-4423","POINT (2679207 1248160.5)"
"187460","AR-4392","POINT (2679151.2 1248151.8)"
"187454","AR-4401","POINT (2679150.2 1248140.5)"
"187694","AR-4393","POINT (2679166.8 1248146.8)"
"184223","AR-4422","POINT (2679202.2 1248162.2)"
"187976","AR-4420","POINT (2679199.8 1248171.2)"
"187697","AR-4394","POINT (2679163.5 1248146.5)"
"187724","AR-4415","POINT (2679194 1248182.4)"
"187892","AR-1314","POINT (2679099.2 1248184.6)"
